beta,load_comb,d,f_cck,chi1,chi2,rho,d_lower,a_to_d_ratio,weight
4.66740385394759,snow_imposed,600,40,0.7,0.8,0.015,16,3,0
4.84483492332439,snow_imposed,600,40,0.8,0.8,0.015,16,3,0
4.42647196349773,snow_imposed,600,40,0.9,0.8,0.015,16,3,0
4.21155800638994,snow_imposed,600,40,0.1,0.9,0.015,16,3,0
4.22388302266128,snow_imposed,600,40,0.2,0.9,0.015,16,3,0
4.23969924903991,snow_imposed,600,40,0.3,0.9,0.015,16,3,0
4.26043800715095,snow_imposed,600,40,0.4,0.9,0.015,16,3,0
4.28902053214052,snow_imposed,600,40,0.5,0.9,0.015,16,3,0
4.33093574907908,snow_imposed,600,40,0.6,0.9,0.015,16,3,0
4.39832873482588,snow_imposed,600,40,0.7,0.9,0.015,16,3,0
4.52438080444958,snow_imposed,600,40,0.8,0.9,0.015,16,3,0
4.80401734821915,snow_imposed,600,40,0.9,0.9,0.015,16,3,0
4.29259058095816,snow_imposed,750,40,0.1,0.1,0.015,16,3,0
4.52693603464282,snow_imposed,750,40,0.2,0.1,0.015,16,3,0
4.65177521793164,snow_imposed,750,40,0.3,0.1,0.015,16,3,0
4.60591433340023,snow_imposed,750,40,0.4,0.1,0.015,16,3,0
4.49058832618188,snow_imposed,750,40,0.5,0.1,0.015,16,3,0
4.3642353631031,snow_imposed,750,40,0.6,0.1,0.015,16,3,0
4.24319824988998,snow_imposed,750,40,0.7,0.1,0.015,16,3,0
4.13169533324097,snow_imposed,750,40,0.8,0.1,0.015,16,3,0
4.03035525125501,snow_imposed,750,40,0.9,0.1,0.015,16,3,0
4.48039022560783,snow_imposed,750,40,0.1,0.2,0.015,16,3,0
4.6810631605985,snow_imposed,750,40,0.2,0.2,0.015,16,3,0.0657
4.78595392835949,snow_imposed,750,40,0.3,0.2,0.015,16,3,0.2383
4.71888732233074,snow_imposed,750,40,0.4,0.2,0.015,16,3,0.2564
4.58156679769292,snow_imposed,750,40,0.5,0.2,0.015,16,3,0.1972
4.43453925337029,snow_imposed,750,40,0.6,0.2,0.015,16,3,0.0657
4.29409701098667,snow_imposed,750,40,0.7,0.2,0.015,16,3,0.0197
4.16459557992623,snow_imposed,750,40,0.8,0.2,0.015,16,3,0
4.04625428792281,snow_imposed,750,40,0.9,0.2,0.015,16,3,0
4.64644451929175,snow_imposed,750,40,0.1,0.3,0.015,16,3,0
4.75262624075677,snow_imposed,750,40,0.2,0.3,0.015,16,3,0.2383
4.92600696449084,snow_imposed,750,40,0.3,0.3,0.015,16,3,0.8639
4.84782693265692,snow_imposed,750,40,0.4,0.3,0.015,16,3,0.9295
4.68974081267554,snow_imposed,750,40,0.5,0.3,0.015,16,3,0.715
4.52001435902326,snow_imposed,750,40,0.6,0.3,0.015,16,3,0.2383
4.35714316598021,snow_imposed,750,40,0.7,0.3,0.015,16,3,0.0715
4.20585178244362,snow_imposed,750,40,0.8,0.3,0.015,16,3,0
4.06645190555476,snow_imposed,750,40,0.9,0.3,0.015,16,3,0
4.67066360362557,snow_imposed,750,40,0.1,0.4,0.015,16,3,0
4.75923541227143,snow_imposed,750,40,0.2,0.4,0.015,16,3,0.2564
4.886955590262,snow_imposed,750,40,0.3,0.4,0.015,16,3,0.9295
4.99134040782587,snow_imposed,750,40,0.4,0.4,0.015,16,3,1
4.81925285971022,snow_imposed,750,40,0.5,0.4,0.015,16,3,0.7692
4.6259774356148,snow_imposed,750,40,0.6,0.4,0.015,16,3,0.2564
4.43715626149021,snow_imposed,750,40,0.7,0.4,0.015,16,3,0.0769
4.25916531826669,snow_imposed,750,40,0.8,0.4,0.015,16,3,0
4.09308954651568,snow_imposed,750,40,0.9,0.4,0.015,16,3,0
4.60247291417773,snow_imposed,750,40,0.1,0.5,0.015,16,3,0
4.67362324330107,snow_imposed,750,40,0.2,0.5,0.015,16,3,0.1972
4.7592752504618,snow_imposed,750,40,0.3,0.5,0.015,16,3,0.715
5.12356287323951,snow_imposed,750,40,0.4,0.5,0.015,16,3,0.7692
4.97320132279579,snow_imposed,750,40,0.5,0.5,0.015,16,3,0.5917
4.76010614346488,snow_imposed,750,40,0.6,0.5,0.015,16,3,0.1972
4.54195563218773,snow_imposed,750,40,0.7,0.5,0.015,16,3,0.0592
4.33081776785964,snow_imposed,750,40,0.8,0.5,0.015,16,3,0
4.12951287966771,snow_imposed,750,40,0.9,0.5,0.015,16,3,0
4.5045725540163,snow_imposed,750,40,0.1,0.6,0.015,16,3,0
4.55938506000043,snow_imposed,750,40,0.2,0.6,0.015,16,3,0.0657
4.62676662468915,snow_imposed,750,40,0.3,0.6,0.015,16,3,0.2383
4.71128394885835,snow_imposed,750,40,0.4,0.6,0.015,16,3,0.2564
5.13240693622308,snow_imposed,750,40,0.5,0.6,0.015,16,3,0.1972
4.93171982475404,snow_imposed,750,40,0.6,0.6,0.015,16,3,0.0657
4.68445439543487,snow_imposed,750,40,0.7,0.6,0.015,16,3,0.0197
4.43200652518821,snow_imposed,750,40,0.8,0.6,0.015,16,3,0
4.18281840560881,snow_imposed,750,40,0.9,0.6,0.015,16,3,0
4.40151186399872,snow_imposed,750,40,0.1,0.7,0.015,16,3,0
4.44113885460689,snow_imposed,750,40,0.2,0.7,0.015,16,3,0.0197
4.49057157768234,snow_imposed,750,40,0.3,0.7,0.015,16,3,0.0715
4.55390952814259,snow_imposed,750,40,0.4,0.7,0.015,16,3,0.0769
4.63784957070928,snow_imposed,750,40,0.5,0.7,0.015,16,3,0.0592
4.7852401134148,snow_imposed,750,40,0.6,0.7,0.015,16,3,0.0197
4.88590104098272,snow_imposed,750,40,0.7,0.7,0.015,16,3,0.0059
4.58549556265114,snow_imposed,750,40,0.8,0.7,0.015,16,3,0
4.26747611312627,snow_imposed,750,40,0.9,0.7,0.015,16,3,0
4.30193594059382,snow_imposed,750,40,0.1,0.8,0.015,16,3,0
4.32744811973992,snow_imposed,750,40,0.2,0.8,0.015,16,3,0
4.35964411378071,snow_imposed,750,40,0.3,0.8,0.015,16,3,0
4.40154048433093,snow_imposed,750,40,0.4,0.8,0.015,16,3,0
4.45827941539189,snow_imposed,750,40,0.5,0.8,0.015,16,3,0
4.53935839564781,snow_imposed,750,40,0.6,0.8,0.015,16,3,0
4.66424707259855,snow_imposed,750,40,0.7,0.8,0.015,16,3,0
4.84173059322858,snow_imposed,750,40,0.8,0.8,0.015,16,3,0
4.423569203343,snow_imposed,750,40,0.9,0.8,0.015,16,3,0
4.20861146335359,snow_imposed,750,40,0.1,0.9,0.015,16,3,0
4.22093444743992,snow_imposed,750,40,0.2,0.9,0.015,16,3,0
4.23674212377258,snow_imposed,750,40,0.3,0.9,0.015,16,3,0
4.25747586312895,snow_imposed,750,40,0.4,0.9,0.015,16,3,0
4.28605141596571,snow_imposed,750,40,0.5,0.9,0.015,16,3,0
4.32795624669472,snow_imposed,750,40,0.6,0.9,0.015,16,3,0
4.39533216850393,snow_imposed,750,40,0.7,0.9,0.015,16,3,0
4.52135032247704,snow_imposed,750,40,0.8,0.9,0.015,16,3,0
4.80098009355671,snow_imposed,750,40,0.9,0.9,0.015,16,3,0
4.3737023293936,snow_imposed,150,60,0.1,0.1,0.015,16,3,0
4.60505180286317,snow_imposed,150,60,0.2,0.1,0.015,16,3,0
4.72655061198689,snow_imposed,150,60,0.3,0.1,0.015,16,3,0
4.67705685741489,snow_imposed,150,60,0.4,0.1,0.015,16,3,0
4.55889691730358,snow_imposed,150,60,0.5,0.1,0.015,16,3,0
4.43018825047603,snow_imposed,150,60,0.6,0.1,0.015,16,3,0
4.30708796762944,snow_imposed,150,60,0.7,0.1,0.015,16,3,0
4.19379275868258,snow_imposed,150,60,0.8,0.1,0.015,16,3,0
4.09066602200876,snow_imposed,150,60,0.9,0.1,0.015,16,3,0
4.55911743603441,snow_imposed,150,60,0.1,0.2,0.015,16,3,0
4.75742350846536,snow_imposed,150,60,0.2,0.2,0.015,16,3,0.0657
4.8595101164523,snow_imposed,150,60,0.3,0.2,0.015,16,3,0.2383
4.78935121975616,snow_imposed,150,60,0.4,0.2,0.015,16,3,0.2564
4.64962370977911,snow_imposed,150,60,0.5,0.2,0.015,16,3,0.1972
4.50030533870754,snow_imposed,150,60,0.6,0.2,0.015,16,3,0.0657
4.35800993770822,snow_imposed,150,60,0.7,0.2,0.015,16,3,0.0197
4.22667568377423,snow_imposed,150,60,0.8,0.2,0.015,16,3,0
4.10661951042982,snow_imposed,150,60,0.9,0.2,0.015,16,3,0
4.72220396656569,snow_imposed,150,60,0.1,0.3,0.015,16,3,0
4.82731925261272,snow_imposed,150,60,0.2,0.3,0.015,16,3,0.2383
4.99832199101668,snow_imposed,150,60,0.3,0.3,0.015,16,3,0.8639
4.91762332078098,snow_imposed,150,60,0.4,0.3,0.015,16,3,0.9295
4.75736451167697,snow_imposed,150,60,0.5,0.3,0.015,16,3,0.715
4.58562034008124,snow_imposed,150,60,0.6,0.3,0.015,16,3,0.2383
4.42103332394648,snow_imposed,150,60,0.7,0.3,0.015,16,3,0.0715
4.26795172874275,snow_imposed,150,60,0.8,0.3,0.015,16,3,0
4.12684891920294,snow_imposed,150,60,0.9,0.3,0.015,16,3,0
4.74331509367052,snow_imposed,150,60,0.1,0.4,0.015,16,3,0
4.83121934927064,snow_imposed,150,60,0.2,0.4,0.015,16,3,0.2564
4.95790720651939,snow_imposed,150,60,0.3,0.4,0.015,16,3,0.9295
5.06044518055875,snow_imposed,150,60,0.4,0.4,0.015,16,3,1
4.88643421164718,snow_imposed,150,60,0.5,0.4,0.015,16,3,0.7692
4.69137458668202,snow_imposed,150,60,0.6,0.4,0.015,16,3,0.2564
4.50092193478162,snow_imposed,150,60,0.7,0.4,0.015,16,3,0.0769
4.32126086657735,snow_imposed,150,60,0.8,0.4,0.015,16,3,0
4.15354983450028,snow_imposed,150,60,0.9,0.4,0.015,16,3,0
4.67252418186068,snow_imposed,150,60,0.1,0.5,0.015,16,3,0
4.74329269640747,snow_imposed,150,60,0.2,0.5,0.015,16,3,0.1972
4.82849479676787,snow_imposed,150,60,0.3,0.5,0.015,16,3,0.715
5.19216714741155,snow_imposed,150,60,0.4,0.5,0.015,16,3,0.7692
5.039908620757,snow_imposed,150,60,0.5,0.5,0.015,16,3,0.5917
4.82530952516204,snow_imposed,150,60,0.6,0.5,0.015,16,3,0.1972
4.60559076211455,snow_imposed,150,60,0.7,0.5,0.015,16,3,0.0592
4.39293720234546,snow_imposed,150,60,0.8,0.5,0.015,16,3,0
4.19017327305216,snow_imposed,150,60,0.9,0.5,0.015,16,3,0
4.57247595478069,snow_imposed,150,60,0.1,0.6,0.015,16,3,0
4.62709132297742,snow_imposed,150,60,0.2,0.6,0.015,16,3,0.0657
4.69423161148922,snow_imposed,150,60,0.3,0.6,0.015,16,3,0.2383
4.77843889692642,snow_imposed,150,60,0.4,0.6,0.015,16,3,0.2564
5.19910125136571,snow_imposed,150,60,0.5,0.6,0.015,16,3,0.1972
4.99665960887508,snow_imposed,150,60,0.6,0.6,0.015,16,3,0.0657
4.74802389921681,snow_imposed,150,60,0.7,0.6,0.015,16,3,0.0197
4.49421303095615,snow_imposed,150,60,0.8,0.6,0.015,16,3,0
4.24339895678768,snow_imposed,150,60,0.9,0.6,0.015,16,3,0
4.46752175581503,snow_imposed,150,60,0.1,0.7,0.015,16,3,0
4.50706388143929,snow_imposed,150,60,0.2,0.7,0.015,16,3,0.0197
4.55639047617173,snow_imposed,150,60,0.3,0.7,0.015,16,3,0.0715
4.61959201366377,snow_imposed,150,60,0.4,0.7,0.015,16,3,0.0769
4.70335727841448,snow_imposed,150,60,0.5,0.7,0.015,16,3,0.0592
4.85033624509705,snow_imposed,150,60,0.6,0.7,0.015,16,3,0.0197
4.9495230479606,snow_imposed,150,60,0.7,0.7,0.015,16,3,0.0059
4.64775976797169,snow_imposed,150,60,0.8,0.7,0.015,16,3,0
4.32822845969809,snow_imposed,150,60,0.9,0.7,0.015,16,3,0
4.3662429426239,snow_imposed,150,60,0.1,0.8,0.015,16,3,0
4.39173270285605,snow_imposed,150,60,0.2,0.8,0.015,16,3,0
4.42390015175777,snow_imposed,150,60,0.3,0.8,0.015,16,3,0
4.46575953132123,snow_imposed,150,60,0.4,0.8,0.015,16,3,0
4.52244653956024,snow_imposed,150,60,0.5,0.8,0.015,16,3,0
4.60345009040426,snow_imposed,150,60,0.6,0.8,0.015,16,3,0
4.72822608510827,snow_imposed,150,60,0.7,0.8,0.015,16,3,0
4.90419333588673,snow_imposed,150,60,0.8,0.8,0.015,16,3,0
4.48454208216939,snow_imposed,150,60,0.9,0.8,0.015,16,3,0
4.2714207920614,snow_imposed,150,60,0.1,0.9,0.015,16,3,0
4.28376354218159,snow_imposed,150,60,0.2,0.9,0.015,16,3,0
4.2994949186743,snow_imposed,150,60,0.3,0.9,0.015,16,3,0
4.32023267257814,snow_imposed,150,60,0.4,0.9,0.015,16,3,0
4.34881325098964,snow_imposed,150,60,0.5,0.9,0.015,16,3,0
4.39072526835396,snow_imposed,150,60,0.6,0.9,0.015,16,3,0
4.45811062820505,snow_imposed,150,60,0.7,0.9,0.015,16,3,0
4.58415238731091,snow_imposed,150,60,0.8,0.9,0.015,16,3,0
4.86251037601133,snow_imposed,150,60,0.9,0.9,0.015,16,3,0
4.31645921303015,snow_imposed,300,60,0.1,0.1,0.015,16,3,0
4.55035330243106,snow_imposed,300,60,0.2,0.1,0.015,16,3,0
4.67368943163098,snow_imposed,300,60,0.3,0.1,0.015,16,3,0
4.62571820904305,snow_imposed,300,60,0.4,0.1,0.015,16,3,0
4.50891359292065,snow_imposed,300,60,0.5,0.1,0.015,16,3,0
4.38146948624551,snow_imposed,300,60,0.6,0.1,0.015,16,3,0
4.25962713098792,snow_imposed,300,60,0.7,0.1,0.015,16,3,0
4.14727819552274,snow_imposed,300,60,0.8,0.1,0.015,16,3,0
4.04538498958682,snow_imposed,300,60,0.9,0.1,0.015,16,3,0
4.50393433441889,snow_imposed,300,60,0.1,0.2,0.015,16,3,0
4.70431980681082,snow_imposed,300,60,0.2,0.2,0.015,16,3,0.0657
4.80782880520884,snow_imposed,300,60,0.3,0.2,0.015,16,3,0.2383
4.7387109588058,snow_imposed,300,60,0.4,0.2,0.015,16,3,0.2564
4.59993204338979,snow_imposed,300,60,0.5,0.2,0.015,16,3,0.1972
4.45178021542832,snow_imposed,300,60,0.6,0.2,0.015,16,3,0.0657
4.31052584512838,snow_imposed,300,60,0.7,0.2,0.015,16,3,0.0197
4.18028650426883,snow_imposed,300,60,0.8,0.2,0.015,16,3,0
4.06128736726259,snow_imposed,300,60,0.9,0.2,0.015,16,3,0
4.66898945350839,snow_imposed,300,60,0.1,0.3,0.015,16,3,0
4.77510606769775,snow_imposed,300,60,0.2,0.3,0.015,16,3,0.2383
4.94786978307119,snow_imposed,300,60,0.3,0.3,0.015,16,3,0.8639
4.86775367832396,snow_imposed,300,60,0.4,0.3,0.015,16,3,0.9295
4.70815273169598,snow_imposed,300,60,0.5,0.3,0.015,16,3,0.715
4.53735850317632,snow_imposed,300,60,0.6,0.3,0.015,16,3,0.2383
4.37360502404186,snow_imposed,300,60,0.7,0.3,0.015,16,3,0.0715
4.22158033332413,snow_imposed,300,60,0.8,0.3,0.015,16,3,0
4.08154833559639,snow_imposed,300,60,0.9,0.3,0.015,16,3,0
4.69144722668964,snow_imposed,300,60,0.1,0.4,0.015,16,3,0
4.78000056772698,snow_imposed,300,60,0.2,0.4,0.015,16,3,0.2564
4.90768507160124,snow_imposed,300,60,0.3,0.4,0.015,16,3,0.9295
5.01137754918961,snow_imposed,300,60,0.4,0.4,0.015,16,3,1
4.83777585428645,snow_imposed,300,60,0.5,0.4,0.015,16,3,0.7692
4.64341496259109,snow_imposed,300,60,0.6,0.4,0.015,16,3,0.2564
4.4536893477613,snow_imposed,300,60,0.7,0.4,0.015,16,3,0.0769
4.27499230923025,snow_imposed,300,60,0.8,0.4,0.015,16,3,0
4.10823156863392,snow_imposed,300,60,0.9,0.4,0.015,16,3,0
4.62178251388859,snow_imposed,300,60,0.1,0.5,0.015,16,3,0
4.69294233729564,snow_imposed,300,60,0.2,0.5,0.015,16,3,0.1972
4.77861464838829,snow_imposed,300,60,0.3,0.5,0.015,16,3,0.715
5.14385836652197,snow_imposed,300,60,0.4,0.5,0.015,16,3,0.7692
4.99194100852581,snow_imposed,300,60,0.5,0.5,0.015,16,3,0.5917
4.77771220323448,snow_imposed,300,60,0.6,0.5,0.015,16,3,0.1972
4.55861156438725,snow_imposed,300,60,0.7,0.5,0.015,16,3,0.0592
4.34672878204252,snow_imposed,300,60,0.8,0.5,0.015,16,3,0
4.14464928990849,snow_imposed,300,60,0.9,0.5,0.015,16,3,0
4.52277277002157,snow_imposed,300,60,0.1,0.6,0.015,16,3,0
4.5776092237244,snow_imposed,300,60,0.2,0.6,0.015,16,3,0.0657
4.64502356951193,snow_imposed,300,60,0.3,0.6,0.015,16,3,0.2383
4.72958507700594,snow_imposed,300,60,0.4,0.6,0.015,16,3,0.2564
5.15156676832399,snow_imposed,300,60,0.5,0.6,0.015,16,3,0.1972
4.94957137297468,snow_imposed,300,60,0.6,0.6,0.015,16,3,0.0657
4.70132193059184,snow_imposed,300,60,0.7,0.6,0.015,16,3,0.0197
4.4479895562038,snow_imposed,300,60,0.8,0.6,0.015,16,3,0
4.19802285526757,snow_imposed,300,60,0.9,0.6,0.015,16,3,0
4.41882849514083,snow_imposed,300,60,0.1,0.7,0.015,16,3,0
4.45848272028126,snow_imposed,300,60,0.2,0.7,0.015,16,3,0.0197
4.50795092381957,snow_imposed,300,60,0.3,0.7,0.015,16,3,0.0715
4.57133636589169,snow_imposed,300,60,0.4,0.7,0.015,16,3,0.0769
4.65534589475217,snow_imposed,300,60,0.5,0.7,0.015,16,3,0.0592
4.80282900820379,snow_imposed,300,60,0.6,0.7,0.015,16,3,0.0197
4.90307716939633,snow_imposed,300,60,0.7,0.7,0.015,16,3,0.0059
4.60175964593709,snow_imposed,300,60,0.8,0.7,0.015,16,3,0
4.2828252445806,snow_imposed,300,60,0.9,0.7,0.015,16,3,0
4.31852119920147,snow_imposed,300,60,0.1,0.8,0.015,16,3,0
4.34405654122281,snow_imposed,300,60,0.2,0.8,0.015,16,3,0
4.37628221866615,snow_imposed,300,60,0.3,0.8,0.015,16,3,0
4.41821816207058,snow_imposed,300,60,0.4,0.8,0.015,16,3,0
4.47501198294953,snow_imposed,300,60,0.5,0.8,0.015,16,3,0
4.55617293340516,snow_imposed,300,60,0.6,0.8,0.015,16,3,0
4.68119847788058,snow_imposed,300,60,0.7,0.8,0.015,16,3,0
4.85836801384437,snow_imposed,300,60,0.8,0.8,0.015,16,3,0
4.43915308251283,snow_imposed,300,60,0.9,0.8,0.015,16,3,0
4.22454826595318,snow_imposed,300,60,0.1,0.9,0.015,16,3,0
4.23698776466587,snow_imposed,300,60,0.2,0.9,0.015,16,3,0
4.25273336628169,snow_imposed,300,60,0.3,0.9,0.015,16,3,0
4.27349017499715,snow_imposed,300,60,0.4,0.9,0.015,16,3,0
4.3020977570861,snow_imposed,300,60,0.5,0.9,0.015,16,3,0
4.34405029474627,snow_imposed,300,60,0.6,0.9,0.015,16,3,0
4.41150451204997,snow_imposed,300,60,0.7,0.9,0.015,16,3,0
4.53767849568589,snow_imposed,300,60,0.8,0.9,0.015,16,3,0
4.81718176593115,snow_imposed,300,60,0.9,0.9,0.015,16,3,0
4.30409928911989,snow_imposed,450,60,0.1,0.1,0.015,16,3,0
4.53824763120167,snow_imposed,450,60,0.2,0.1,0.015,16,3,0
4.66234388656078,snow_imposed,450,60,0.3,0.1,0.015,16,3,0
4.6153998475178,snow_imposed,450,60,0.4,0.1,0.015,16,3,0
4.49930169394596,snow_imposed,450,60,0.5,0.1,0.015,16,3,0
4.37240342205311,snow_imposed,450,60,0.6,0.1,0.015,16,3,0
4.25098331099665,snow_imposed,450,60,0.7,0.1,0.015,16,3,0
4.13907857662484,snow_imposed,450,60,0.8,0.1,0.015,16,3,0
4.03750171438208,snow_imposed,450,60,0.9,0.1,0.015,16,3,0
4.49176047811623,snow_imposed,450,60,0.1,0.2,0.015,16,3,0
4.692314762394,snow_imposed,450,60,0.2,0.2,0.015,16,3,0.0657
4.79648116122938,snow_imposed,450,60,0.3,0.2,0.015,16,3,0.2383
4.72837050938286,snow_imposed,450,60,0.4,0.2,0.015,16,3,0.2564
4.59036843499665,snow_imposed,450,60,0.5,0.2,0.015,16,3,0.1972
4.44274205951232,snow_imposed,450,60,0.6,0.2,0.015,16,3,0.0657
4.30191650087159,snow_imposed,450,60,0.7,0.2,0.015,16,3,0.0197
4.1720254563702,snow_imposed,450,60,0.8,0.2,0.015,16,3,0
4.0534130053043,snow_imposed,450,60,0.9,0.2,0.015,16,3,0
4.65732813963264,snow_imposed,450,60,0.1,0.3,0.015,16,3,0
4.76349054055384,snow_imposed,450,60,0.2,0.3,0.015,16,3,0.2383
4.9365825824623,snow_imposed,450,60,0.3,0.3,0.015,16,3,0.8639
4.85743373428824,snow_imposed,450,60,0.4,0.3,0.015,16,3,0.9295
4.69854199983213,snow_imposed,450,60,0.5,0.3,0.015,16,3,0.715
4.52831411196838,snow_imposed,450,60,0.6,0.3,0.015,16,3,0.2383
4.36497742206609,snow_imposed,450,60,0.7,0.3,0.015,16,3,0.0715
4.21336968533978,snow_imposed,450,60,0.8,0.3,0.015,16,3,0
4.07361778546477,snow_imposed,450,60,0.9,0.3,0.015,16,3,0
4.68065718871888,snow_imposed,450,60,0.1,0.4,0.015,16,3,0
4.76922878303265,snow_imposed,450,60,0.2,0.4,0.015,16,3,0.2564
4.89694424508084,snow_imposed,450,60,0.3,0.4,0.015,16,3,0.9295
5.00101125458149,snow_imposed,450,60,0.4,0.4,0.015,16,3,1
4.82814135067559,snow_imposed,450,60,0.5,0.4,0.015,16,3,0.7692
4.63427127925663,snow_imposed,450,60,0.6,0.4,0.015,16,3,0.2564
4.44502099176551,snow_imposed,450,60,0.7,0.4,0.015,16,3,0.0769
4.26672670586286,snow_imposed,450,60,0.8,0.4,0.015,16,3,0
4.10022279034324,snow_imposed,450,60,0.9,0.4,0.015,16,3,0
4.61172066666432,snow_imposed,450,60,0.1,0.5,0.015,16,3,0
4.68288156477828,snow_imposed,450,60,0.2,0.5,0.015,16,3,0.1972
4.76855085959697,snow_imposed,450,60,0.3,0.5,0.015,16,3,0.715
5.1333455261929,snow_imposed,450,60,0.4,0.5,0.015,16,3,0.7692
4.98222112613871,snow_imposed,450,60,0.5,0.5,0.015,16,3,0.5917
4.76855966248583,snow_imposed,450,60,0.6,0.5,0.015,16,3,0.1972
4.5498682752211,snow_imposed,450,60,0.7,0.5,0.015,16,3,0.0592
4.33833151781192,snow_imposed,450,60,0.8,0.5,0.015,16,3,0
4.136667684193,snow_imposed,450,60,0.9,0.5,0.015,16,3,0
4.51326150112152,snow_imposed,450,60,0.1,0.6,0.015,16,3,0
4.56808961458143,snow_imposed,450,60,0.2,0.6,0.015,16,3,0.0657
4.63549213084729,snow_imposed,450,60,0.3,0.6,0.015,16,3,0.2383
4.72003743035608,snow_imposed,450,60,0.4,0.6,0.015,16,3,0.2564
5.14162074743612,snow_imposed,450,60,0.5,0.6,0.015,16,3,0.1972
4.94028841140567,snow_imposed,450,60,0.6,0.6,0.015,16,3,0.0657
4.69246538783084,snow_imposed,450,60,0.7,0.6,0.015,16,3,0.0197
4.43962890903915,snow_imposed,450,60,0.8,0.6,0.015,16,3,0
4.19000538651557,snow_imposed,450,60,0.9,0.6,0.015,16,3,0
4.40975833488249,snow_imposed,450,60,0.1,0.7,0.015,16,3,0
4.44940105131527,snow_imposed,450,60,0.2,0.7,0.015,16,3,0.0197
4.49885421147451,snow_imposed,450,60,0.3,0.7,0.015,16,3,0.0715
4.56221940425117,snow_imposed,450,60,0.4,0.7,0.015,16,3,0.0769
4.64619896472217,snow_imposed,450,60,0.5,0.7,0.015,16,3,0.0592
4.79364469192208,snow_imposed,450,60,0.6,0.7,0.015,16,3,0.0197
4.89407891969354,snow_imposed,450,60,0.7,0.7,0.015,16,3,0.0059
4.59323521104922,snow_imposed,450,60,0.8,0.7,0.015,16,3,0
4.27478450094725,snow_imposed,450,60,0.9,0.7,0.015,16,3,0
4.30981810670745,snow_imposed,450,60,0.1,0.8,0.015,16,3,0
4.33534293829624,snow_imposed,450,60,0.2,0.8,0.015,16,3,0
4.36755514303101,snow_imposed,450,60,0.3,0.8,0.015,16,3,0
4.40947310860819,snow_imposed,450,60,0.4,0.8,0.015,16,3,0
4.46624200150492,snow_imposed,450,60,0.5,0.8,0.015,16,3,0
4.54736569477593,snow_imposed,450,60,0.6,0.8,0.015,16,3,0
4.67232882460761,snow_imposed,450,60,0.7,0.8,0.015,16,3,0
4.84964573377445,snow_imposed,450,60,0.8,0.8,0.015,16,3,0
4.43095600796871,snow_imposed,450,60,0.9,0.8,0.015,16,3,0
4.21617352429833,snow_imposed,450,60,0.1,0.9,0.015,16,3,0
4.22849583230997,snow_imposed,450,60,0.2,0.9,0.015,16,3,0
4.24433088975237,snow_imposed,450,60,0.3,0.9,0.015,16,3,0
4.26507684832272,snow_imposed,450,60,0.4,0.9,0.015,16,3,0
4.29366937334599,snow_imposed,450,60,0.5,0.9,0.015,16,3,0
4.33559948607574,snow_imposed,450,60,0.6,0.9,0.015,16,3,0
4.40301693142976,snow_imposed,450,60,0.7,0.9,0.015,16,3,0
4.52911765107095,snow_imposed,450,60,0.8,0.9,0.015,16,3,0
4.80869660495924,snow_imposed,450,60,0.9,0.9,0.015,16,3,0
4.29711176929833,snow_imposed,600,60,0.1,0.1,0.015,16,3,0
4.53138382449816,snow_imposed,600,60,0.2,0.1,0.015,16,3,0
4.65593497962818,snow_imposed,600,60,0.3,0.1,0.015,16,3,0
4.60963328697365,snow_imposed,600,60,0.4,0.1,0.015,16,3,0
4.49398435936088,snow_imposed,600,60,0.5,0.1,0.015,16,3,0
4.36741467005365,snow_imposed,600,60,0.6,0.1,0.015,16,3,0
4.24625230435231,snow_imposed,600,60,0.7,0.1,0.015,16,3,0
4.13457028420007,snow_imposed,600,60,0.8,0.1,0.015,16,3,0
4.03315834958486,snow_imposed,600,60,0.9,0.1,0.015,16,3,0
4.48486060470962,snow_imposed,600,60,0.1,0.2,0.015,16,3,0
4.68549084989518,snow_imposed,600,60,0.2,0.2,0.015,16,3,0.0657
4.79009213609287,snow_imposed,600,60,0.3,0.2,0.015,16,3,0.2383
4.72259416329968,snow_imposed,600,60,0.4,0.2,0.015,16,3,0.2564
4.585001927091,snow_imposed,600,60,0.5,0.2,0.015,16,3,0.1972
4.43776476972655,snow_imposed,600,60,0.6,0.2,0.015,16,3,0.0657
4.29713663279066,snow_imposed,600,60,0.7,0.2,0.015,16,3,0.0197
4.16747923542484,snow_imposed,600,60,0.8,0.2,0.015,16,3,0
4.04903286344261,snow_imposed,600,60,0.9,0.2,0.015,16,3,0
4.65072282613929,snow_imposed,600,60,0.1,0.3,0.015,16,3,0
4.75689934937016,snow_imposed,600,60,0.2,0.3,0.015,16,3,0.2383
4.93018070023829,snow_imposed,600,60,0.3,0.3,0.015,16,3,0.8639
4.85158803485009,snow_imposed,600,60,0.4,0.3,0.015,16,3,0.9295
4.69320175116336,snow_imposed,600,60,0.5,0.3,0.015,16,3,0.715
4.52327381890762,snow_imposed,600,60,0.6,0.3,0.015,16,3,0.2383
4.36018950716389,snow_imposed,600,60,0.7,0.3,0.015,16,3,0.0715
4.20877696291284,snow_imposed,600,60,0.8,0.3,0.015,16,3,0
4.06924355712171,snow_imposed,600,60,0.9,0.3,0.015,16,3,0
4.67458422128777,snow_imposed,600,60,0.1,0.4,0.015,16,3,0
4.76315767018027,snow_imposed,600,60,0.2,0.4,0.015,16,3,0.2564
