beta,load_comb,d,f_cck,chi1,chi2,rho,dg,L,c,weight
4.75323447730024,snow_imposed,110,60,0.4,0.5,0.01,16,5000,250,0.7692
4.78508728410245,snow_imposed,120,60,0.4,0.5,0.01,16,5000,250,0.7692
4.80934140233239,snow_imposed,130,60,0.4,0.5,0.01,16,5000,250,0.7692
4.74363709426378,snow_imposed,100,80,0.4,0.5,0.01,16,5000,250,0.7692
4.78726265189402,snow_imposed,110,80,0.4,0.5,0.01,16,5000,250,0.7692
4.81945258429819,snow_imposed,120,80,0.4,0.5,0.01,16,5000,250,0.7692
4.84394946795559,snow_imposed,130,80,0.4,0.5,0.01,16,5000,250,0.7692
4.72131761465483,snow_imposed,100,30,0.5,0.5,0.01,16,5000,250,0.5917
4.75595120287195,snow_imposed,110,30,0.5,0.5,0.01,16,5000,250,0.5917
4.78146629877691,snow_imposed,120,30,0.5,0.5,0.01,16,5000,250,0.5917
4.80088020301899,snow_imposed,130,30,0.5,0.5,0.01,16,5000,250,0.5917
4.63660171858138,snow_imposed,100,60,0.5,0.5,0.01,16,5000,250,0.5917
4.67077800238408,snow_imposed,110,60,0.5,0.5,0.01,16,5000,250,0.5917
4.69599420143177,snow_imposed,120,60,0.5,0.5,0.01,16,5000,250,0.5917
4.71514606975656,snow_imposed,130,60,0.5,0.5,0.01,16,5000,250,0.5917
4.66703127920855,snow_imposed,100,80,0.5,0.5,0.01,16,5000,250,0.5917
4.70151433088306,snow_imposed,110,80,0.5,0.5,0.01,16,5000,250,0.5917
4.72687862875956,snow_imposed,120,80,0.5,0.5,0.01,16,5000,250,0.5917
4.74617607615471,snow_imposed,130,80,0.5,0.5,0.01,16,5000,250,0.5917
4.42170122130291,snow_imposed,100,30,0.6,0.5,0.01,16,5000,250,0.1972
4.4477449419159,snow_imposed,110,30,0.6,0.5,0.01,16,5000,250,0.1972
4.46708525684782,snow_imposed,120,30,0.6,0.5,0.01,16,5000,250,0.1972
4.48183675511493,snow_imposed,130,30,0.6,0.5,0.01,16,5000,250,0.1972
4.34279567258412,snow_imposed,100,60,0.6,0.5,0.01,16,5000,250,0.1972
4.3684242405817,snow_imposed,110,60,0.6,0.5,0.01,16,5000,250,0.1972
4.38740926236256,snow_imposed,120,60,0.6,0.5,0.01,16,5000,250,0.1972
4.40197329914481,snow_imposed,130,60,0.6,0.5,0.01,16,5000,250,0.1972
4.37028235007002,snow_imposed,100,80,0.6,0.5,0.01,16,5000,250,0.1972
4.39611246339546,snow_imposed,110,80,0.6,0.5,0.01,16,5000,250,0.1972
4.41531685463034,snow_imposed,120,80,0.6,0.5,0.01,16,5000,250,0.1972
4.42995352140337,snow_imposed,130,80,0.6,0.5,0.01,16,5000,250,0.1972
4.15394227188598,snow_imposed,100,30,0.7,0.5,0.01,16,5000,250,0.0592
4.17425457498015,snow_imposed,110,30,0.7,0.5,0.01,16,5000,250,0.0592
4.18942490419891,snow_imposed,120,30,0.7,0.5,0.01,16,5000,250,0.0592
4.20108089890915,snow_imposed,130,30,0.7,0.5,0.01,16,5000,250,0.0592
4.07971107916689,snow_imposed,100,60,0.7,0.5,0.01,16,5000,250,0.0592
4.09965427354175,snow_imposed,110,60,0.7,0.5,0.01,16,5000,250,0.0592
4.11454489984661,snow_imposed,120,60,0.7,0.5,0.01,16,5000,250,0.0592
4.12598825446453,snow_imposed,130,60,0.7,0.5,0.01,16,5000,250,0.0592
4.10493279867932,snow_imposed,100,80,0.7,0.5,0.01,16,5000,250,0.0592
4.12505607142456,snow_imposed,110,80,0.7,0.5,0.01,16,5000,250,0.0592
4.14007251410138,snow_imposed,120,80,0.7,0.5,0.01,16,5000,250,0.0592
4.15161249130237,snow_imposed,130,80,0.7,0.5,0.01,16,5000,250,0.0592
3.91497801817681,snow_imposed,100,30,0.8,0.5,0.01,16,5000,250,0
3.93129473929478,snow_imposed,110,30,0.8,0.5,0.01,16,5000,250,0
3.94349226530771,snow_imposed,120,30,0.8,0.5,0.01,16,5000,250,0
3.95289009254861,snow_imposed,130,30,0.8,0.5,0.01,16,5000,250,0
3.84498650939335,snow_imposed,100,60,0.8,0.5,0.01,16,5000,250,0
3.86095406162346,snow_imposed,110,60,0.8,0.5,0.01,16,5000,250,0
3.87289953371437,snow_imposed,120,60,0.8,0.5,0.01,16,5000,250,0
3.88207615088646,snow_imposed,130,60,0.8,0.5,0.01,16,5000,250,0
3.86830002465619,snow_imposed,100,80,0.8,0.5,0.01,16,5000,250,0
3.88441877898918,snow_imposed,110,80,0.8,0.5,0.01,16,5000,250,0
3.89647219045223,snow_imposed,120,80,0.8,0.5,0.01,16,5000,250,0
3.90573856702981,snow_imposed,130,80,0.8,0.5,0.01,16,5000,250,0
3.70059413033287,snow_imposed,100,30,0.9,0.5,0.01,16,5000,250,0
3.71379560827247,snow_imposed,110,30,0.9,0.5,0.01,16,5000,250,0
3.72378642065213,snow_imposed,120,30,0.9,0.5,0.01,16,5000,250,0
3.731408977099,snow_imposed,130,30,0.9,0.5,0.01,16,5000,250,0
3.63446385286094,snow_imposed,100,60,0.9,0.5,0.01,16,5000,250,0
3.64740030032317,snow_imposed,110,60,0.9,0.5,0.01,16,5000,250,0
3.65708047063081,snow_imposed,120,60,0.9,0.5,0.01,16,5000,250,0
3.6645736168259,snow_imposed,130,60,0.9,0.5,0.01,16,5000,250,0
3.65611630116603,snow_imposed,100,80,0.9,0.5,0.01,16,5000,250,0
3.66915877479207,snow_imposed,110,80,0.9,0.5,0.01,16,5000,250,0
3.67899158345703,snow_imposed,120,80,0.9,0.5,0.01,16,5000,250,0
3.68652694260045,snow_imposed,130,80,0.9,0.5,0.01,16,5000,250,0
